,Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption_Zone1,PowerConsumption_Zone2,PowerConsumption_Zone3
274,1/2/2017 21:40,12.93,67.29,0.076,0.07,0.111,38564.05063,25572.03647,24566.74699
275,1/2/2017 21:50,12.88,67.46,0.075,0.051,0.119,38102.27848,25003.03951,24156.14458
276,1/2/2017 22:00,12.86,67.76,0.074,0.084,0.093,37792.40506,24755.0152,23791.80723
277,1/2/2017 22:10,12.87,67.96,0.075,0.066,0.134,37117.97468,24295.44073,23323.37349
278,1/2/2017 22:20,12.92,68.52,0.074,0.037,0.148,36218.73418,23700.91185,23190.36145
279,1/2/2017 22:30,12.96,68.62,0.075,0.102,0.063,35191.89873,23401.82371,22768.19277
280,1/2/2017 22:40,12.88,69.33,0.075,0.062,0.152,34754.43038,22869.30091,22236.14458
281,1/2/2017 22:50,12.77,69.86,0.075,0.11,0.1,33909.87342,22271.12462,21727.22892
282,1/2/2017 23:00,12.82,70.1,0.075,0.077,0.1,32785.82278,21753.19149,21166.26506
362,1/3/2017 12:20,15.18,64.77,0.075,470.7,44.71,34019.24051,21811.55015,16435.66265
363,1/3/2017 12:30,15.21,65.33,0.076,478.0,45.15,34116.4557,21789.66565,16614.93976
364,1/3/2017 12:40,15.31,64.2,0.074,484.0,44.76,34468.86076,21833.43465,16655.42169
365,1/3/2017 12:50,15.35,63.13,0.073,488.8,44.76,34468.86076,21848.02432,16788.43373
366,1/3/2017 13:00,15.43,62.93,0.073,492.7,44.55,34341.26582,21672.94833,16632.28916
367,1/3/2017 13:10,15.39,62.9,0.074,493.3,44.78,33964.55696,21669.30091,16898.31325
368,1/3/2017 13:20,15.41,62.83,0.074,491.9,44.84,33502.78481,21702.12766,16880.96386
369,1/3/2017 13:30,15.57,62.7,0.077,490.1,44.76,33302.27848,21472.34043,16915.66265
370,1/3/2017 13:40,15.37,63.4,0.076,487.1,44.94,33356.96203,21344.68085,16863.61446
371,1/3/2017 13:50,15.49,63.46,0.075,480.4,45.25,33271.89873,21417.62918,16759.51807
372,1/3/2017 14:00,15.57,63.7,0.073,472.9,45.01,32627.8481,21541.64134,16771.08434
373,1/3/2017 14:10,15.48,63.76,0.075,465.8,44.23,32694.68354,21545.28875,16782.6506
374,1/3/2017 14:20,15.36,64.16,0.073,455.2,44.07,32366.58228,21483.28267,16597.59036
380,1/3/2017 15:20,15.45,64.86,0.076,366.1,53.46,32366.58228,21392.09726,16562.89157
381,1/3/2017 15:30,15.44,64.93,0.074,348.4,72.7,32336.20253,21443.16109,16632.28916
389,1/3/2017 16:50,14.96,66.19,0.077,160.4,193.2,32688.60759,21523.40426,17187.46988
390,1/3/2017 17:00,14.94,64.99,0.075,131.7,166.5,33241.51899,21924.62006,17852.53012
391,1/3/2017 17:10,14.89,65.45,0.073,115.7,142.4,34669.36709,22686.93009,19402.40964
392,1/3/2017 17:20,14.85,65.55,0.077,97.1,121.2,36200.50633,23850.45593,21761.92771
393,1/3/2017 17:30,14.78,65.82,0.075,77.8,98.6,39062.27848,25670.51672,23866.98795
394,1/3/2017 17:40,14.68,67.22,0.073,58.28,75.3,41486.58228,26786.62614,24803.85542
395,1/3/2017 17:50,14.51,68.26,0.077,26.56,31.14,42312.91139,27213.37386,25145.06024
396,1/3/2017 18:00,14.32,69.56,0.075,11.76,11.93,42495.18987,27209.72644,25347.46988
397,1/3/2017 18:10,14.14,70.9,0.076,6.804,6.887,42750.37975,27300.91185,25544.09639
398,1/3/2017 18:20,13.98,72.1,0.076,3.327,3.349,42871.89873,27257.14286,25781.20482
399,1/3/2017 18:30,13.86,73.0,0.074,1.014,1.087,42993.41772,27279.02736,25700.24096
400,1/3/2017 18:40,13.45,73.7,0.075,0.209,0.189,42823.29114,27235.25836,25671.3253
401,1/3/2017 18:50,12.2,77.3,0.076,0.059,0.115,42677.46835,27184.19453,25786.98795
402,1/3/2017 19:00,11.85,78.2,0.074,0.066,0.111,42434.43038,27217.02128,25740.72289
403,1/3/2017 19:10,11.53,79.0,0.078,0.073,0.093,42671.39241,27271.73252,25995.18072
404,1/3/2017 19:20,11.25,80.0,0.075,0.059,0.111,42720.0,27257.14286,25833.25301
405,1/3/2017 19:30,11.12,80.5,0.074,0.073,0.115,42689.62025,27206.07903,25746.50602
406,1/3/2017 19:40,10.92,81.2,0.076,0.051,0.085,42476.96203,26998.17629,25688.6747
407,1/3/2017 19:50,10.93,81.3,0.079,0.059,0.074,42288.60759,26855.92705,25821.68675
408,1/3/2017 20:00,10.69,81.5,0.077,0.055,0.093,41960.50633,26819.45289,25891.08434
409,1/3/2017 20:10,10.39,81.5,0.078,0.088,0.089,42416.20253,27151.36778,26076.14458
410,1/3/2017 20:20,10.17,83.1,0.074,0.084,0.067,42519.49367,27253.49544,26122.40964
411,1/3/2017 20:30,10.03,82.9,0.075,0.081,0.1,42318.98734,27176.8997,26157.10843
412,1/3/2017 20:40,9.61,83.9,0.076,0.066,0.108,42221.77215,27155.0152,26238.07229
413,1/3/2017 20:50,9.71,84.2,0.075,0.062,0.096,42033.41772,27005.47112,25989.39759
414,1/3/2017 21:00,9.62,83.4,0.074,0.055,0.082,41571.64557,26939.81763,25729.15663
415,1/3/2017 21:10,9.49,83.5,0.073,0.037,0.111,40970.12658,26772.03647,25619.27711
416,1/3/2017 21:20,9.33,83.7,0.076,0.066,0.067,40490.12658,26447.41641,25486.26506
417,1/3/2017 21:30,9.23,83.9,0.074,0.059,0.1,39870.37975,26239.51368,25226.0241
418,1/3/2017 21:40,9.14,84.0,0.073,0.055,0.085,39347.8481,25947.72036,24734.45783
419,1/3/2017 21:50,9.11,83.8,0.073,0.081,0.078,38916.4557,25407.90274,24294.93976
420,1/3/2017 22:00,9.07,83.8,0.073,0.073,0.089,37962.53165,24962.91793,24190.84337
421,1/3/2017 22:10,9.0,83.9,0.072,0.051,0.108,37300.25316,24641.94529,23953.73494
422,1/3/2017 22:20,9.05,84.0,0.072,0.062,0.093,36565.06329,24058.35866,23520.0
423,1/3/2017 22:30,8.98,83.6,0.073,0.062,0.059,35750.88608,23544.07295,23034.21687
424,1/3/2017 22:40,8.81,83.9,0.075,0.051,0.104,34535.6962,23164.74164,22513.73494
425,1/3/2017 22:50,8.72,84.0,0.076,0.062,0.115,33654.68354,22581.15502,22051.08434
426,1/3/2017 23:00,8.51,84.3,0.075,0.062,0.104,32457.72152,21610.94225,21443.85542
501,1/4/2017 11:30,9.6,77.3,0.09,420.1,39.15,32615.6962,22362.31003,16441.44578
503,1/4/2017 11:50,10.8,73.5,0.089,451.6,37.73,34438.48101,21439.51368,16493.49398
505,1/4/2017 12:10,12.0,67.75,0.086,477.0,37.37,33988.86076,22154.40729,16562.89157
506,1/4/2017 12:20,12.6,66.24,0.088,485.7,36.72,34158.98734,21873.55623,16557.10843
507,1/4/2017 12:30,13.19,65.44,0.086,492.7,36.75,34444.55696,21928.26748,16649.63855
508,1/4/2017 12:40,13.66,65.01,0.087,499.7,37.17,34256.20253,22030.39514,16736.38554
509,1/4/2017 12:50,13.92,63.81,0.086,503.9,37.24,34116.4557,22333.1307,16811.56627
510,1/4/2017 13:00,14.41,63.77,0.084,505.9,36.35,33855.18987,22256.53495,16817.3494
511,1/4/2017 13:10,14.86,61.6,0.087,508.4,36.78,33703.29114,21968.38906,17100.72289
512,1/4/2017 13:20,15.34,60.2,0.085,506.6,37.02,33593.92405,21913.67781,16985.06024
513,1/4/2017 13:30,16.13,58.43,0.085,503.5,38.74,33180.75949,21669.30091,16886.74699
514,1/4/2017 13:40,16.38,55.89,0.084,501.0,42.75,32870.88608,21596.35258,16747.95181
515,1/4/2017 13:50,17.05,55.46,0.087,486.7,45.15,32810.12658,21713.06991,16695.90361
516,1/4/2017 14:00,17.65,53.72,0.084,485.9,38.87,32676.4557,21603.64742,16649.63855
517,1/4/2017 14:10,17.55,50.78,0.082,468.6,43.49,32433.41772,21578.1155,16701.68675
518,1/4/2017 14:20,17.43,50.65,0.076,458.1,45.03,32342.27848,21413.98176,16568.6747
519,1/4/2017 14:30,17.4,53.26,0.077,448.2,46.62,32506.32911,21410.33435,16545.54217
520,1/4/2017 14:40,17.42,53.72,0.077,430.7,47.2,32706.83544,21789.66565,16453.01205
521,1/4/2017 14:50,17.49,56.59,0.077,418.2,45.45,32488.10127,21702.12766,16453.01205
523,1/4/2017 15:10,17.23,59.17,0.075,391.1,50.26,32591.39241,21578.1155,16453.01205
535,1/4/2017 17:10,17.24,61.83,0.074,112.0,138.9,33277.97468,22121.58055,18795.18072
536,1/4/2017 17:20,16.89,63.5,0.075,88.0,109.5,35513.92405,23482.06687,21513.25301
537,1/4/2017 17:30,16.35,66.23,0.073,71.1,89.7,38339.24051,25382.37082,23502.6506
538,1/4/2017 17:40,15.84,67.87,0.074,52.73,67.32,41182.78481,26819.45289,24618.79518
539,1/4/2017 17:50,15.44,69.54,0.073,27.54,32.7,42179.24051,27443.16109,25179.75904
540,1/4/2017 18:00,14.98,71.1,0.077,11.43,11.56,42938.73418,27665.6535,25445.78313
541,1/4/2017 18:10,14.57,72.3,0.079,7.03,7.05,43309.36709,27698.48024,25613.49398
542,1/4/2017 18:20,14.13,73.2,0.081,3.532,3.546,43485.56962,27479.63526,25625.06024
543,1/4/2017 18:30,13.22,75.6,0.083,1.142,1.22,43133.16456,27311.8541,25555.66265
544,1/4/2017 18:40,12.87,76.7,0.073,0.179,0.282,43242.53165,27304.55927,25596.14458
545,1/4/2017 18:50,12.43,77.4,0.073,0.106,0.089,43187.8481,27322.79635,25671.3253
546,1/4/2017 19:00,12.21,77.6,0.069,0.051,0.104,43163.5443,27443.16109,25659.75904
547,1/4/2017 19:10,12.06,78.1,0.075,0.044,0.093,43145.31646,27304.55927,25810.12048
548,1/4/2017 19:20,12.26,79.8,0.087,0.113,0.085,43388.35443,27403.03951,25972.04819
549,1/4/2017 19:30,13.39,79.2,0.086,0.106,0.078,42592.40506,27264.43769,25740.72289
550,1/4/2017 19:40,13.83,71.8,0.088,0.051,0.093,42203.5443,27122.18845,25538.31325
551,1/4/2017 19:50,13.83,67.63,0.09,0.07,0.067,42397.97468,27052.88754,25515.18072
552,1/4/2017 20:00,13.8,66.7,0.086,0.095,0.082,42197.46835,27118.54103,25497.83133
553,1/4/2017 20:10,13.72,66.66,0.088,0.077,0.108,42501.26582,27147.72036,25902.6506
554,1/4/2017 20:20,13.55,67.73,0.089,0.066,0.093,42774.68354,27508.81459,26012.53012
555,1/4/2017 20:30,13.44,68.2,0.083,0.04,0.104,42653.16456,27351.97568,25891.08434
556,1/4/2017 20:40,13.32,68.83,0.087,0.044,0.093,42337.21519,27052.88754,25792.77108
557,1/4/2017 20:50,13.1,69.16,0.084,0.07,0.056,41832.91139,27009.11854,25983.61446
558,1/4/2017 21:00,12.82,69.5,0.086,0.044,0.122,41456.20253,27001.82371,25879.51807
559,1/4/2017 21:10,12.49,70.5,0.081,0.113,0.074,41055.18987,26761.09422,25584.57831
560,1/4/2017 21:20,12.28,70.8,0.083,0.033,0.13,40721.01266,26403.64742,25318.55422
561,1/4/2017 21:30,12.09,71.3,0.083,0.051,0.096,40210.63291,26017.02128,25087.22892
562,1/4/2017 21:40,11.9,71.1,0.088,0.044,0.089,39293.16456,25820.06079,25000.48193
563,1/4/2017 21:50,11.36,72.2,0.083,0.07,0.119,38624.81013,25174.46809,24676.62651
564,1/4/2017 22:00,10.96,73.9,0.084,0.077,0.148,38357.46835,24897.26444,24306.50602
565,1/4/2017 22:10,10.58,75.5,0.086,0.062,0.07,37531.13924,24605.47112,23803.37349
566,1/4/2017 22:20,10.44,76.3,0.082,0.073,0.074,37026.83544,24186.01824,23427.46988
567,1/4/2017 22:30,10.59,76.3,0.08,0.066,0.13,36188.35443,23657.14286,23045.78313
568,1/4/2017 22:40,10.66,75.7,0.087,0.088,0.115,35064.3038,23317.93313,22502.16867
569,1/4/2017 22:50,10.57,75.9,0.085,0.07,0.122,34323.03797,22606.68693,21883.37349
570,1/4/2017 23:00,10.4,76.1,0.085,0.073,0.13,33302.27848,21895.44073,21386.0241
571,1/4/2017 23:10,10.27,75.9,0.085,0.095,0.137,32342.27848,21413.98176,20929.15663
651,1/5/2017 12:30,14.93,59.53,0.085,483.6,49.94,33770.12658,22092.40122,16614.93976
652,1/5/2017 12:40,15.46,57.7,0.085,488.2,51.74,33417.72152,22117.93313,16626.50602
653,1/5/2017 12:50,15.9,57.5,0.082,492.2,52.85,33618.22785,22055.92705,16944.57831
654,1/5/2017 13:00,16.26,57.93,0.084,494.6,53.51,33514.93671,21724.01216,17002.40964
655,1/5/2017 13:10,16.33,59.37,0.082,495.7,53.52,33903.79747,21906.38298,17106.50602
656,1/5/2017 13:20,16.5,59.2,0.083,494.3,55.24,33691.13924,21610.94225,17256.86747
657,1/5/2017 13:30,16.7,59.2,0.082,494.8,58.49,33593.92405,21665.6535,17158.55422
658,1/5/2017 13:40,17.01,57.9,0.082,473.2,59.77,33575.6962,21829.78723,17129.63855
659,1/5/2017 13:50,17.14,57.23,0.086,480.6,59.52,33211.13924,21519.75684,17042.89157
660,1/5/2017 14:00,17.25,57.33,0.081,470.4,62.08,33022.78481,21567.17325,17002.40964
661,1/5/2017 14:10,17.3,57.3,0.085,463.8,61.4,33016.70886,21523.40426,17083.37349
662,1/5/2017 14:20,17.55,56.83,0.086,452.8,63.12,32822.27848,21523.40426,16990.84337
663,1/5/2017 14:30,17.64,55.89,0.085,441.8,64.3,32554.93671,21680.24316,16979.27711
664,1/5/2017 14:40,17.75,56.13,0.082,429.9,65.59,32457.72152,21749.54407,16817.3494
665,1/5/2017 14:50,17.9,55.43,0.085,411.4,66.28,32299.74684,21654.71125,16788.43373
678,1/5/2017 17:00,16.58,54.96,0.076,126.4,150.3,32463.79747,21512.46201,17204.81928
679,1/5/2017 17:10,16.29,56.19,0.077,54.02,60.8,33612.1519,22489.9696,18529.15663
680,1/5/2017 17:20,16.07,57.29,0.075,80.8,97.1,35775.18987,23503.95137,21663.61446
681,1/5/2017 17:30,15.9,58.32,0.077,50.62,60.16,38813.16456,25163.52584,23664.57831
682,1/5/2017 17:40,15.71,58.66,0.075,27.97,32.23,41140.25316,26753.79939,24636.14458
683,1/5/2017 17:50,15.62,59.16,0.079,29.67,34.37,42580.25316,27527.05167,24913.73494
684,1/5/2017 18:00,15.15,61.53,0.083,17.81,18.68,43248.60759,27384.80243,25416.86747
685,1/5/2017 18:10,14.47,62.46,0.09,8.26,8.61,43333.67089,27319.14894,25775.42169
686,1/5/2017 18:20,14.21,63.53,0.091,3.239,3.356,43661.77215,27432.21884,25839.03614
687,1/5/2017 18:30,13.91,64.66,0.087,0.875,0.905,43831.89873,27184.19453,25792.77108
688,1/5/2017 18:40,13.8,65.03,0.088,0.154,0.189,43716.4557,27206.07903,25648.19277
689,1/5/2017 18:50,13.44,65.56,0.088,0.055,0.152,43643.5443,27184.19453,25879.51807
690,1/5/2017 19:00,13.19,66.46,0.083,0.051,0.126,43704.3038,27133.1307,25804.33735
691,1/5/2017 19:10,12.81,67.96,0.073,0.04,0.145,43710.37975,27257.14286,25613.49398
692,1/5/2017 19:20,12.47,70.1,0.081,0.062,0.108,43819.74684,27625.53191,25648.19277
693,1/5/2017 19:30,12.51,70.4,0.071,0.077,0.096,43236.4557,27155.0152,25555.66265
694,1/5/2017 19:40,12.14,71.4,0.075,0.095,0.07,43072.40506,26928.87538,25590.36145
695,1/5/2017 19:50,11.95,72.4,0.069,0.055,0.082,42829.36709,26965.34954,25538.31325
696,1/5/2017 20:00,11.86,72.8,0.076,0.055,0.108,42914.43038,26815.80547,25480.48193
697,1/5/2017 20:10,11.51,73.6,0.088,0.062,0.119,43048.10127,27162.31003,25723.37349
698,1/5/2017 20:20,11.26,74.2,0.085,0.062,0.093,43187.8481,27337.38602,25821.68675
699,1/5/2017 20:30,10.98,76.2,0.074,0.059,0.137,43102.78481,27034.65046,25943.13253
700,1/5/2017 20:40,10.91,76.8,0.077,0.048,0.1,42890.12658,26888.7538,25717.59036
701,1/5/2017 20:50,10.68,78.5,0.074,0.048,0.119,42586.32911,26764.74164,25636.62651
702,1/5/2017 21:00,10.85,78.6,0.077,0.055,0.104,41924.05063,26571.42857,25370.60241
703,1/5/2017 21:10,11.0,79.7,0.088,0.077,0.108,41577.72152,26330.69909,25451.56627
704,1/5/2017 21:20,11.53,81.7,0.086,0.059,0.119,41134.17722,26221.2766,25260.72289
705,1/5/2017 21:30,12.17,80.6,0.092,0.051,0.13,40253.16456,25831.00304,24867.46988
706,1/5/2017 21:40,11.85,78.9,0.087,0.048,0.13,39366.07595,25466.2614,24537.83133
707,1/5/2017 21:50,11.28,79.9,0.085,0.044,0.108,39110.88608,25214.58967,24451.08434
708,1/5/2017 22:00,10.58,81.6,0.082,0.062,0.089,38321.01266,24977.5076,24532.04819
709,1/5/2017 22:10,10.47,83.1,0.084,0.055,0.134,37974.68354,24806.07903,23901.68675
710,1/5/2017 22:20,10.84,82.7,0.085,0.059,0.119,37269.87342,24138.60182,23288.6747
711,1/5/2017 22:30,10.79,80.7,0.09,0.062,0.13,36583.29114,23879.63526,22918.55422
712,1/5/2017 22:40,10.43,81.7,0.087,0.059,0.126,35969.62025,23434.65046,22750.84337
713,1/5/2017 22:50,10.08,82.9,0.088,0.066,0.134,35179.74684,22851.06383,22374.93976
714,1/5/2017 23:00,10.0,82.7,0.085,0.07,0.122,34177.21519,22303.95137,21709.87952
715,1/5/2017 23:10,9.81,83.2,0.085,0.07,0.167,33271.89873,21837.08207,21241.44578
716,1/5/2017 23:20,9.75,83.4,0.085,0.066,0.141,32427.34177,21071.12462,20773.01205
792,1/6/2017 12:00,13.69,68.08,0.085,210.0,197.0,32943.79747,21990.27356,16476.14458
793,1/6/2017 12:10,14.0,67.88,0.083,268.5,218.2,32737.21519,21986.62614,16632.28916
794,1/6/2017 12:20,14.37,67.41,0.083,274.3,216.5,32482.02532,21775.07599,16690.12048
799,1/6/2017 13:10,15.22,65.98,2.287,348.7,308.3,32409.11392,21680.24316,16811.56627
800,1/6/2017 13:20,15.38,66.11,4.708,244.2,234.6,33022.78481,21902.73556,16724.81928
801,1/6/2017 13:30,15.48,65.38,1.97,177.4,175.9,32913.41772,21993.92097,16678.55422
802,1/6/2017 13:40,15.56,63.21,0.14,168.6,165.6,32706.83544,21778.7234,16678.55422
803,1/6/2017 13:50,15.52,62.27,0.094,168.7,172.3,32567.08861,21858.96657,16481.92771
822,1/6/2017 17:00,15.18,69.12,0.084,62.09,62.59,32828.35443,21727.65957,17222.16867
823,1/6/2017 17:10,15.1,69.62,0.084,49.33,49.36,33915.94937,22121.58055,18373.01205
824,1/6/2017 17:20,14.99,70.1,0.086,42.35,42.44,35617.21519,23117.32523,20732.53012
825,1/6/2017 17:30,14.91,70.3,0.086,38.2,39.13,38339.24051,24889.9696,22693.01205
826,1/6/2017 17:40,14.84,70.3,0.086,30.99,31.5,40927.59494,26184.80243,23971.08434
827,1/6/2017 17:50,14.72,72.1,0.083,23.54,23.81,42379.74684,26994.52888,24445.3012
828,1/6/2017 18:00,14.51,73.8,0.084,13.38,13.36,42610.63291,27129.48328,24427.95181
829,1/6/2017 18:10,14.31,74.7,0.085,7.34,7.43,43035.94937,27395.74468,24641.92771
830,1/6/2017 18:20,14.17,75.3,0.086,2.701,2.73,43175.6962,27322.79635,25139.27711
831,1/6/2017 18:30,13.99,76.2,0.083,0.608,0.668,42993.41772,27187.84195,25162.40964
832,1/6/2017 18:40,13.87,76.4,0.089,0.099,0.182,42975.18987,27147.72036,25012.04819
833,1/6/2017 18:50,13.95,75.9,0.087,0.055,0.108,42756.4557,26914.28571,25075.66265
834,1/6/2017 19:00,13.97,74.4,0.085,0.084,0.082,42404.05063,26866.8693,25127.71084
835,1/6/2017 19:10,13.85,74.0,0.09,0.033,0.07,42385.82278,26885.10638,25295.42169
836,1/6/2017 19:20,13.58,74.8,0.086,0.055,0.085,42355.44304,26958.05471,25353.25301
837,1/6/2017 19:30,13.34,76.0,0.083,0.07,0.148,42282.53165,26844.9848,25405.3012
838,1/6/2017 19:40,13.28,76.0,0.086,0.059,0.111,42136.70886,26593.31307,25220.24096
839,1/6/2017 19:50,13.32,75.6,0.084,0.033,0.141,41924.05063,26476.59574,25341.68675
840,1/6/2017 20:00,13.41,75.0,0.083,0.022,0.111,41516.96203,26527.65957,25451.56627
841,1/6/2017 20:10,13.42,73.5,0.084,0.066,0.13,42082.02532,26673.55623,25520.96386
842,1/6/2017 20:20,13.34,74.6,0.085,0.044,0.156,42130.63291,26618.84498,25573.01205
843,1/6/2017 20:30,13.01,75.9,0.087,0.073,0.115,42106.32911,26407.29483,25393.73494
844,1/6/2017 20:40,12.71,76.7,0.087,0.073,0.096,41978.73418,26538.60182,25561.44578
845,1/6/2017 20:50,12.5,77.7,0.087,0.048,0.152,41705.31646,26582.37082,25659.75904
846,1/6/2017 21:00,12.53,78.0,0.085,0.07,0.122,41334.68354,26348.93617,25411.08434
847,1/6/2017 21:10,12.61,77.3,0.088,0.026,0.148,41061.26582,26283.28267,25347.46988
848,1/6/2017 21:20,12.59,76.6,0.087,0.081,0.111,40538.73418,26206.68693,25197.10843
849,1/6/2017 21:30,12.48,77.2,0.088,0.066,0.119,39700.25316,25809.11854,24688.19277
850,1/6/2017 21:40,12.41,77.8,0.083,0.04,0.134,39353.92405,25396.96049,24040.48193
